epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.6928487400921536,0.6928519964325925,0.5553021664766249,0.5545454545454546
2,0.6925473500209506,0.6925545331025567,0.5553021664766249,0.5545454545454546
3,0.6922601128344692,0.6922711039283166,0.5553021664766249,0.5545454545454546
4,0.6919862243049686,0.6920009057319385,0.5553021664766249,0.5545454545454546
5,0.6917249144190026,0.6917431693069765,0.5553021664766249,0.5545454545454546
6,0.6914754449325171,0.6914971569682479,0.5553021664766249,0.5545454545454546
7,0.6912371070046464,0.6912621601783515,0.5553021664766249,0.5545454545454546
8,0.691009218901047,0.6910374972417946,0.5553021664766249,0.5545454545454546
9,0.6907911237578004,0.6908225110577572,0.5553021664766249,0.5545454545454546
10,0.6905821873970438,0.6906165669226406,0.5553021664766249,0.5545454545454546
11,0.6903817961856034,0.6904190503736419,0.5553021664766249,0.5545454545454546
12,0.6901893549279516,0.6902293650646256,0.5553021664766249,0.5545454545454546
13,0.6900042847848413,0.6900469306655783,0.5553021664766249,0.5545454545454546
14,0.6898260212089473,0.6898711807769073,0.5553021664766249,0.5545454545454546
15,0.6896540118888103,0.6897015608497742,0.5553021664766249,0.5545454545454546
16,0.6894877146922802,0.689537526103561,0.5553021664766249,0.5545454545454546
17,0.6893265956005563,0.6893785394314482,0.5553021664766249,0.5545454545454546
18,0.6891701266237689,0.6892240692849169,0.5553021664766249,0.5545454545454546
19,0.689017783688885,0.6890735875278167,0.5553021664766249,0.5545454545454546
20,0.6888690444905144,0.68892656725043,0.5553021664766249,0.5545454545454546
21,0.6887233862949858,0.6887824805337375,0.5553021664766249,0.5545454545454546
22,0.6885802836878194,0.6886407961538479,0.5553021664766249,0.5545454545454546
23,0.6884392062544767,0.6885009772163013,0.5553021664766249,0.5545454545454546
24,0.6882996161840075,0.6883624787096889,0.5553021664766249,0.5545454545454546
25,0.688160965784957,0.6882247449677787,0.5553021664766249,0.5545454545454546
26,0.6880226949026409,0.6880872070290769,0.5553021664766249,0.5545454545454546
