epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.692845830756915,0.6928500204419875,0.5553021664766249,0.5545454545454546
2,0.6925586870469095,0.692566957016474,0.5553021664766249,0.5545454545454546
3,0.6922857225618052,0.692297970788497,0.5553021664766249,0.5545454545454546
4,0.6920262366793983,0.6920423636898798,0.5553021664766249,0.5545454545454546
5,0.6917795632581378,0.6917994720703415,0.5553021664766249,0.5545454545454546
6,0.6915450689667408,0.6915686650284966,0.5553021664766249,0.5545454545454546
7,0.6913221516911757,0.6913493428202104,0.5553021664766249,0.5545454545454546
8,0.6911102390158528,0.6911409353411452,0.5553021664766249,0.5545454545454546
9,0.6909087867759437,0.6909429006804155,0.5553021664766249,0.5545454545454546
10,0.6907172776778332,0.6907547237423577,0.5553021664766249,0.5545454545454546
11,0.6905352199847927,0.6905759149335023,0.5553021664766249,0.5545454545454546
12,0.6903621462650585,0.6904060089119298,0.5553021664766249,0.5545454545454546
13,0.6901976121995835,0.6902445633962784,0.5553021664766249,0.5545454545454546
14,0.6900411954468271,0.6900911580317695,0.5553021664766249,0.5545454545454546
15,0.6898924945620378,0.689945393310703,0.5553021664766249,0.5545454545454546
16,0.6897511279685755,0.6898068895449712,0.5553021664766249,0.5545454545454546
17,0.6896167329789117,0.6896752858882251,0.5553021664766249,0.5545454545454546
18,0.6894889648630361,0.6895502394054293,0.5553021664766249,0.5545454545454546
19,0.6893674959620848,0.6894314241876109,0.5553021664766249,0.5545454545454546
20,0.6892520148450965,0.6893185305097166,0.5553021664766249,0.5545454545454546
21,0.6891422255068832,0.6892112640295608,0.5553021664766249,0.5545454545454546
22,0.6890378466050889,0.6891093450259376,0.5553021664766249,0.5545454545454546
23,0.6889386107345884,0.6890125076740534,0.5553021664766249,0.5545454545454546
24,0.6888442637374588,0.6889204993565062,0.5553021664766249,0.5545454545454546
25,0.6887545640468317,0.6888330800081257,0.5553021664766249,0.5545454545454546
26,0.6886692820630055,0.6887500214930512,0.5553021664766249,0.5545454545454546
27,0.6885881995602766,0.688671107012505,0.5553021664766249,0.5545454545454546
28,0.6885111091230055,0.6885961305417819,0.5553021664766249,0.5545454545454546
29,0.6884378136095113,0.6885248962950431,0.5553021664766249,0.5545454545454546
30,0.6883681256424464,0.6884572182165709,0.5553021664766249,0.5545454545454546
31,0.688301867124364,0.6883929194971955,0.5553021664766249,0.5545454545454546
32,0.6882388687772569,0.6883318321146719,0.5553021664766249,0.5545454545454546
33,0.6881789697048931,0.6882737963968345,0.5553021664766249,0.5545454545454546
34,0.6881220169768373,0.6882186606064186,0.5553021664766249,0.5545454545454546
35,0.6880678652330967,0.6881662805464838,0.5553021664766249,0.5545454545454546
36,0.6880163763083743,0.6881165191854316,0.5553021664766249,0.5545454545454546
37,0.6879674188749725,0.6880692463006473,0.5553021664766249,0.5545454545454546
38,0.687920868103423,0.688024338139858,0.5553021664766249,0.5545454545454546
39,0.6878766053399727,0.6879816770993221,0.5553021664766249,0.5545454545454546
40,0.687834517800093,0.6879411514180284,0.5553021664766249,0.5545454545454546
41,0.6877944982772175,0.6879026548871068,0.5553021664766249,0.5545454545454546
